talk_time,battery_power,pc,three_g,mobile_wt,px_width,sc_h,sc_w,m_dep,touch_screen,fc,four_g,price_range,blue,n_cores,wifi,dual_sim,ram,int_memory,px_height,clock_speed
7,1379,17,1,83,1370,9,6,1,1,14,1,0,1,1,0,1,651,63,207,2.1
11,1485,9,1,84,1013,19,1,0,1,2,1,2,0,2,0,0,2147,32,510,1.0
6,815,12,1,85,1291,5,4,0,0,4,0,3,0,6,1,1,3469,51,982,2.0
13,1445,15,1,173,1345,7,4,0,1,7,1,1,1,7,1,1,1441,20,1273,2.4
9,638,17,1,102,1383,7,2,0,1,11,0,2,0,4,0,1,2735,27,1171,1.7
15,644,3,1,157,881,12,1,0,0,0,0,0,1,8,0,0,1262,22,311,2.7
19,1396,15,0,134,1177,18,3,0,0,0,0,2,1,4,1,0,2694,37,560,0.6
11,1485,9,1,84,1013,19,1,0,1,2,1,2,0,2,0,0,2147,32,510,1.0
4,1412,17,0,96,1894,15,9,0,0,5,0,1,1,8,1,0,837,25,516,2.4
10,1539,0,1,159,1666,15,9,0,0,0,0,2,1,8,1,0,2107,41,1112,2.6
18,1429,14,1,100,820,11,7,0,0,0,1,3,0,3,1,1,3945,40,246,1.5
10,1859,7,1,164,1654,17,1,0,0,3,0,1,0,1,0,1,1067,22,1004,0.5
11,1387,0,1,98,1151,5,3,0,1,0,1,0,0,3,0,0,629,61,785,0.5
7,1783,11,0,183,1566,12,7,0,0,8,0,2,1,8,1,0,1816,14,910,0.5
10,1483,11,1,169,651,6,3,0,0,3,1,1,1,5,0,0,1744,53,291,2.2
4,1541,10,1,109,1656,7,3,0,1,6,1,1,1,4,1,1,1795,5,536,1.5
19,1194,12,1,165,509,15,1,0,1,6,1,0,0,2,0,0,313,34,494,2.3
19,531,14,0,189,1903,17,1,0,1,10,0,2,0,7,0,0,2958,63,145,1.1
8,802,9,0,157,1633,8,3,0,0,1,0,3,1,3,0,1,3713,45,1299,2.4
18,1927,12,0,190,1506,16,11,0,1,3,0,3,0,8,1,1,2916,11,491,0.9
18,609,6,1,81,1524,16,3,0,1,4,1,1,1,6,1,0,1905,10,113,0.5
12,610,19,1,90,1273,10,4,0,1,9,0,3,1,4,1,1,3472,52,1039,1.6
20,1994,7,1,146,1435,7,0,0,0,2,1,3,0,8,1,1,3622,7,447,1.5
4,712,10,1,84,1208,16,12,0,1,3,1,1,1,2,1,1,2190,35,558,0.5
3,1748,7,1,146,1234,16,12,0,0,6,1,3,0,3,1,1,3968,14,859,1.7
4,591,20,1,196,1726,14,5,0,1,18,1,0,0,7,1,1,704,16,952,2.1
3,1526,8,1,117,751,18,10,0,1,1,1,2,0,7,0,0,2227,23,718,2.1
15,596,18,1,165,984,15,4,0,1,8,0,1,0,1,0,0,2505,46,953,1.4
2,1934,17,1,103,1299,13,9,0,1,0,1,3,1,1,1,1,2940,46,619,2.6
9,1213,0,0,108,1248,12,3,0,0,0,0,2,1,5,1,0,2700,16,226,0.5
4,1470,10,1,138,1988,18,4,0,0,4,1,2,0,7,0,1,1633,33,1790,2.2
3,1426,7,1,109,1032,5,1,0,0,2,1,2,1,1,0,0,2562,55,777,2.5
4,1206,13,1,127,1713,7,1,0,0,10,1,2,0,3,1,1,1825,30,1581,3.0
15,596,18,1,165,984,15,4,0,1,8,0,1,0,1,0,0,2505,46,953,1.4
19,1204,3,1,199,1482,11,2,0,0,0,0,1,1,7,0,0,1724,10,480,2.6
15,1559,17,1,114,681,7,5,0,1,10,1,1,1,8,1,1,2203,10,117,1.3
14,1607,8,1,192,1005,11,1,1,1,6,1,0,0,2,0,1,885,20,776,1.1
8,1872,10,1,172,1088,8,4,0,0,5,1,2,0,4,1,0,2273,26,672,0.5
4,1308,7,1,106,1215,15,2,0,0,0,1,3,0,3,1,0,3355,61,59,1.9
17,1893,3,0,179,1432,15,7,0,1,1,0,2,1,8,0,1,1482,23,1203,0.5
17,1689,9,1,168,674,12,11,0,1,0,1,0,1,2,1,1,1172,13,521,2.4
13,1831,5,1,150,1381,17,7,0,1,2,0,3,0,5,1,1,3834,43,611,1.4
18,1980,13,1,177,1910,12,10,0,0,2,1,3,0,1,0,1,3865,29,312,0.5
11,839,3,1,175,1391,15,8,0,0,0,0,3,0,7,0,1,3835,14,564,2.0
16,906,11,1,136,1793,13,8,0,0,7,0,3,0,2,0,1,3412,18,1102,2.1
12,1989,13,1,94,1497,17,9,0,1,0,1,2,0,3,1,1,1665,41,1100,2.5
20,843,17,1,147,800,10,1,0,1,1,1,1,1,5,1,0,2341,56,140,0.5
5,964,0,1,86,1234,17,16,0,1,0,1,2,0,8,0,0,2577,22,225,2.0
10,1089,15,1,145,1259,13,12,0,0,12,1,2,1,5,1,1,2765,2,636,0.9
9,666,13,1,81,1353,15,9,0,1,7,1,0,1,3,1,1,1254,54,58,0.5
16,1759,13,1,101,1163,18,5,0,1,10,1,2,1,4,0,0,2107,15,382,1.4
16,1905,20,1,119,1542,13,4,0,0,9,1,1,0,3,0,1,1287,36,825,0.6
5,510,10,0,110,1897,6,2,0,1,0,0,1,0,6,0,0,1693,33,1052,2.6
12,793,7,1,176,1815,6,1,0,1,1,1,3,0,4,1,1,3139,38,1226,1.2
4,1154,14,1,156,1801,8,3,0,1,12,1,0,0,7,1,0,587,14,251,0.5
15,1464,14,0,117,1168,5,3,0,1,11,0,3,1,2,1,1,3927,12,854,0.5
20,1854,5,1,101,627,17,4,0,1,2,1,1,0,5,0,0,1886,8,506,3.0
18,1765,7,1,87,1175,6,5,0,0,3,0,3,0,2,0,0,3695,11,835,1.1
14,1312,0,1,163,1854,17,16,0,0,0,1,1,0,2,0,1,1087,28,1233,0.5
6,1043,8,0,111,1626,16,9,0,1,7,0,0,1,3,0,0,912,42,716,0.5
15,965,2,1,197,1275,17,12,0,0,1,0,2,1,8,0,0,2343,13,645,1.4
4,1762,14,1,83,704,9,7,0,1,3,1,2,0,6,0,0,2661,26,525,0.6
20,1515,6,1,176,1247,6,5,0,0,4,1,3,1,5,0,1,3104,24,747,2.1
18,1957,19,1,151,1727,16,2,0,0,18,1,1,0,2,1,1,1115,36,1194,1.2
9,1217,13,1,182,632,7,3,0,0,3,0,1,1,4,1,0,1711,17,628,0.5
13,1831,5,1,150,1381,17,7,0,1,2,0,3,0,5,1,1,3834,43,611,1.4
6,894,14,1,199,1462,13,0,0,0,1,1,3,0,3,1,1,3615,50,1285,0.5
5,1954,0,1,187,1149,16,3,0,1,0,0,0,0,4,1,1,700,24,512,0.5
10,1300,7,1,156,1037,15,3,0,1,5,0,0,1,6,0,0,874,62,219,0.5
17,1569,20,1,110,1942,9,2,0,0,17,0,1,0,4,0,1,1260,44,45,2.8
10,1702,9,0,177,1931,8,6,0,0,7,0,2,0,5,0,0,1430,36,1240,1.0
10,1288,6,1,115,1503,16,6,0,0,3,1,2,0,6,1,1,1882,61,988,0.5
19,838,4,1,196,1850,10,9,0,0,1,1,3,0,8,1,0,3554,13,984,0.5
3,1339,11,1,80,1441,8,3,0,1,10,1,0,1,4,0,1,867,21,833,0.5
3,1487,7,1,120,989,12,4,0,0,5,1,2,0,2,0,0,2003,42,857,1.5
4,1242,1,1,165,1225,11,1,0,0,0,0,0,0,2,1,1,1050,10,459,1.1
13,616,17,1,81,1618,18,8,0,1,13,1,3,0,3,0,1,3366,44,651,1.9
6,1172,3,1,164,1092,12,0,0,0,0,1,1,0,1,0,0,1477,27,607,1.9
12,936,17,1,164,1677,13,1,0,0,14,1,3,0,3,0,1,3761,14,150,0.5
7,961,16,1,152,621,15,6,0,1,10,0,2,1,6,1,1,2981,51,554,1.5
19,972,4,1,107,1050,16,8,0,0,0,1,1,1,3,1,0,1900,54,681,1.7
3,1723,14,1,164,1791,10,5,1,0,1,0,3,1,8,0,1,3587,42,202,1.1
16,1524,12,0,124,635,11,4,0,1,5,0,0,0,2,1,1,947,57,629,2.6
2,1876,19,1,98,1211,17,0,1,1,9,1,3,0,3,1,1,3132,64,600,1.3
11,1273,15,1,99,886,18,15,0,1,3,1,1,0,4,0,0,1767,48,490,1.0
18,612,6,1,179,1487,16,2,0,1,1,1,3,1,8,1,1,3282,20,1145,0.5
8,1485,14,1,138,774,14,12,0,1,3,1,3,0,4,0,0,3271,44,341,2.8
20,1268,17,1,182,912,11,5,0,1,9,1,0,1,6,0,0,931,42,360,2.9
14,1589,4,1,128,1911,16,14,0,0,2,0,3,1,4,1,1,3961,58,957,2.2
5,1362,4,0,186,1042,19,17,0,1,0,0,3,1,6,1,0,3629,47,600,2.9
15,816,13,1,198,558,17,10,0,0,4,0,0,1,3,0,0,1018,14,149,0.5
18,1811,0,1,115,1132,17,11,1,0,0,0,0,1,6,1,1,348,32,204,0.5
7,1379,17,1,83,1370,9,6,1,1,14,1,0,1,1,0,1,651,63,207,2.1
10,1617,4,1,105,1038,9,0,0,0,3,1,0,1,2,0,1,829,30,246,1.3
8,1350,4,1,181,544,15,1,0,1,0,1,1,1,8,0,1,2287,50,369,0.5
7,1109,9,1,98,1787,15,10,0,1,1,0,1,1,1,1,1,1524,39,1391,2.7
13,1576,16,1,90,631,14,8,0,1,7,0,0,0,3,1,0,336,58,400,2.6
7,1075,16,1,122,1769,8,3,0,0,2,0,3,0,1,0,1,3927,11,271,0.5
2,1720,20,1,188,896,10,5,0,0,18,1,2,0,5,1,0,2522,2,334,1.6
8,1237,5,1,87,603,14,0,0,1,2,0,2,0,8,1,0,2454,27,274,0.5
6,1793,17,1,175,1459,19,9,0,1,12,1,3,0,5,1,0,2803,44,655,2.7
17,1584,15,0,135,1291,10,5,0,0,6,0,1,1,4,1,0,1561,41,160,1.3
16,1782,13,1,157,999,15,0,0,0,6,1,2,1,1,1,1,2405,58,867,2.8
14,1844,3,0,158,882,5,1,0,1,1,0,1,1,8,1,1,1724,51,533,2.3
3,1783,8,0,104,1979,14,5,0,1,2,0,1,0,6,0,1,387,42,1081,2.9
11,1528,6,1,129,1762,11,9,0,1,3,1,1,1,5,1,1,1282,55,454,1.8
20,1949,1,1,101,1136,14,8,0,0,0,0,3,0,5,0,1,2478,23,839,1.3
6,1694,0,1,186,1208,7,5,1,0,0,0,2,0,6,0,0,1653,53,1194,1.8
4,1481,0,1,105,522,17,16,0,0,0,0,2,1,3,1,1,2635,35,249,2.0
3,818,17,1,192,1552,19,12,0,1,2,1,2,0,5,0,1,2518,23,586,0.5
4,1551,6,0,88,1995,11,8,0,1,4,0,3,0,5,0,0,3844,51,1738,1.1
14,1352,9,1,92,1299,12,1,0,0,5,1,1,0,6,0,0,1309,6,629,2.4
18,640,15,1,163,1179,7,5,0,1,0,0,2,0,4,0,0,2844,20,710,0.6
17,701,11,1,160,1256,6,3,0,1,7,0,1,1,3,1,0,1756,15,1002,0.7
14,1977,18,1,171,1242,18,7,1,1,7,1,2,1,7,0,1,1971,54,1226,2.0
4,618,14,0,143,1602,16,15,0,1,8,0,2,0,1,0,0,2262,16,1105,0.6
19,865,9,1,159,1804,16,11,0,0,8,0,2,0,3,1,1,2361,59,805,1.2
3,1948,14,1,135,571,16,2,0,0,5,1,0,0,2,0,1,816,18,477,2.8
9,1308,12,0,199,989,5,3,0,1,8,0,0,0,1,0,1,488,46,275,1.3
15,1792,8,1,170,1913,18,14,0,0,3,1,3,1,7,1,0,2563,62,1626,1.0
4,668,19,1,114,1292,14,12,0,1,2,1,0,0,1,0,0,1201,48,195,2.3
5,1824,5,1,143,1738,14,1,0,0,4,1,2,1,2,0,0,2381,19,1055,0.8
6,1219,4,0,196,1022,11,3,0,1,0,0,0,0,5,1,1,705,17,473,1.0
2,1604,15,1,191,1042,7,2,0,1,1,0,3,0,6,0,0,3564,6,68,1.2
5,914,12,1,100,1495,11,7,0,1,2,0,0,1,2,0,0,808,4,191,0.9
11,1517,14,1,143,1489,15,5,0,1,6,1,3,0,5,1,0,2822,48,802,0.5
11,854,5,0,125,1152,5,2,0,0,2,0,2,0,8,1,0,2889,30,518,0.5
12,1126,3,1,160,1611,7,6,0,1,2,1,2,1,6,1,0,2050,10,1223,2.4
5,925,14,1,196,1520,8,0,0,0,9,0,2,1,1,0,0,2466,56,1262,2.1
14,1054,12,1,136,1222,18,4,0,1,10,1,1,0,6,1,1,1675,38,1097,1.1
14,774,4,1,136,1865,7,0,0,1,2,1,2,1,1,1,1,2614,8,1713,0.6
9,1597,14,0,89,1667,16,10,0,1,11,0,0,0,1,0,0,934,34,64,2.3
8,1608,13,0,183,1158,15,11,0,0,7,0,0,0,2,1,1,489,28,1013,1.8
7,598,10,1,196,1173,8,4,0,0,7,0,2,0,2,1,1,3293,21,680,2.3
19,574,3,1,126,1334,5,3,0,0,1,1,0,1,2,0,0,1167,30,94,3.0
15,662,10,0,138,1224,17,15,0,1,5,0,1,0,1,1,0,2125,20,1001,0.5
13,675,2,1,187,874,9,5,0,1,1,0,2,0,7,0,0,2953,42,482,2.4
14,1421,2,1,165,1657,13,8,0,0,0,1,3,0,1,1,0,2775,57,781,2.8
15,1792,8,1,170,1913,18,14,0,0,3,1,3,1,7,1,0,2563,62,1626,1.0
8,1407,6,1,170,1206,6,0,0,1,5,1,1,0,4,0,1,1068,16,925,1.8
13,686,1,0,194,745,10,0,0,0,0,0,0,1,4,0,1,1503,36,64,2.7
9,1320,16,0,168,1583,8,5,0,0,7,0,2,0,5,1,1,2893,48,103,0.5
5,989,17,1,156,679,16,13,0,0,11,1,2,1,8,1,1,2819,24,614,1.6
14,787,16,1,93,1423,8,6,0,0,15,0,2,1,1,1,0,2934,11,806,0.5
19,603,20,1,114,1284,7,5,0,1,8,0,1,0,6,0,0,1543,12,1003,1.5
14,798,9,1,96,643,15,7,0,1,5,0,2,0,3,0,0,2965,4,526,2.4
9,1191,20,1,84,683,14,3,0,0,16,1,1,0,1,1,1,1604,26,681,1.3
12,601,18,0,101,548,9,1,0,0,4,0,0,0,4,0,0,918,26,509,2.1
6,1083,2,1,173,542,8,6,1,0,1,1,2,1,8,1,1,3248,39,523,2.9
6,1674,7,1,89,1649,7,0,0,0,0,1,2,0,3,0,1,2030,52,1432,2.8
19,623,4,1,127,672,17,3,0,1,2,0,2,0,3,0,0,3657,6,144,2.0
3,772,14,1,81,1854,17,15,0,1,12,0,3,0,7,0,1,2819,39,1314,1.1
19,1646,10,1,185,1932,18,10,0,1,8,1,3,1,2,0,0,3339,41,1725,2.3
19,1512,5,1,145,670,18,10,0,1,4,1,0,0,5,1,0,869,46,336,0.9
2,1057,10,1,97,891,16,9,0,1,3,1,1,1,4,0,0,2033,41,397,2.7
16,1589,18,1,195,1743,8,2,0,0,5,1,2,0,1,0,0,2612,51,810,2.5
10,574,17,0,90,1171,8,7,0,1,16,0,2,0,6,0,1,3269,38,286,2.8
4,519,19,1,132,645,16,1,0,0,7,1,3,1,4,1,1,3763,51,550,1.6
12,503,13,1,111,1245,11,0,0,0,5,1,1,0,3,0,1,2583,8,201,1.2
4,730,2,1,89,1247,19,15,0,1,0,1,0,0,8,1,1,1210,4,302,2.1
10,1084,11,1,107,771,15,4,0,1,3,1,1,1,3,0,0,1945,40,322,2.6
13,1811,2,1,132,1553,8,3,0,1,0,0,3,0,8,0,0,2610,33,1099,2.9
17,594,2,0,196,528,17,5,0,1,1,0,0,1,5,1,0,708,27,407,2.6
3,1976,19,0,136,1933,11,1,1,0,6,0,3,1,4,0,1,2470,45,652,2.6
11,633,10,1,102,1915,19,14,0,1,0,1,1,1,6,0,0,1401,46,709,1.4
7,1441,17,1,118,1071,16,4,0,0,11,1,2,0,8,1,1,2317,3,577,2.1
9,741,13,1,178,594,19,11,0,1,1,0,0,0,5,1,0,1886,14,334,1.5
8,1436,4,1,106,1411,8,4,0,0,3,1,2,1,5,0,1,2488,23,189,2.4
5,1063,10,1,95,935,16,6,0,1,0,1,0,1,6,0,0,961,31,295,2.5
7,1416,0,0,93,1578,10,2,0,0,0,0,3,1,4,1,1,3872,20,1175,1.8
11,1830,11,1,117,1882,13,10,0,0,7,1,3,1,1,0,0,3362,47,1191,1.0
4,605,16,1,142,1026,15,6,0,0,8,1,0,0,3,0,0,392,9,160,1.0
10,1827,16,1,128,1020,14,9,0,1,4,1,2,0,5,0,0,2844,39,55,1.7
12,814,10,1,177,1406,16,6,0,0,2,0,1,1,2,0,1,1944,41,1092,1.1
6,921,3,0,83,1229,10,0,0,0,1,0,0,0,2,1,1,1080,60,1211,0.6
3,1201,5,1,198,1723,11,4,0,1,1,1,0,1,6,0,0,726,10,1151,0.5
6,881,6,1,160,636,18,9,0,1,1,0,1,0,3,1,0,2110,64,115,1.0
20,1854,5,1,101,627,17,4,0,1,2,1,1,0,5,0,0,1886,8,506,3.0
5,709,15,1,81,1422,17,11,0,1,11,1,0,0,8,1,0,467,13,570,1.9
15,563,12,1,115,684,14,4,0,0,3,0,2,0,7,0,1,3012,47,211,2.0
13,1189,14,1,198,932,9,6,0,1,13,0,0,1,3,0,0,893,8,379,2.3
19,1823,19,1,81,1250,5,0,0,1,11,0,2,0,8,1,1,1812,10,362,2.8
10,1519,8,1,112,1702,9,5,0,1,2,0,2,0,7,1,0,2440,30,1122,2.9
12,1450,17,0,131,1882,15,9,0,0,9,0,0,1,1,0,1,575,19,707,2.7
7,1490,8,1,150,1464,17,9,0,1,4,1,3,1,8,1,1,3600,64,1417,0.5
15,1163,1,1,132,818,13,0,0,0,0,1,2,1,2,1,1,2940,19,728,2.1
2,1537,17,1,158,1305,17,14,0,1,11,1,3,0,4,1,0,2857,46,686,2.9
14,1660,3,1,169,1777,12,10,0,1,2,1,2,0,2,1,0,2402,24,223,0.6
16,1179,12,1,182,1451,16,5,0,0,7,1,0,1,2,0,0,340,32,85,0.5
12,832,5,1,108,1294,15,13,0,1,1,1,0,0,5,0,1,447,34,311,1.6
10,1840,16,0,142,1545,8,0,0,0,12,0,1,0,1,0,1,1078,34,311,0.5
16,1876,14,1,86,1564,10,8,0,1,10,1,3,0,6,0,0,2513,40,546,0.5
4,1327,16,1,89,1721,7,5,0,1,10,0,0,0,7,1,0,872,23,441,2.8
12,652,11,1,173,559,12,10,0,0,9,1,0,1,5,0,1,1974,17,77,2.4
16,1791,4,1,110,682,17,8,0,0,1,1,0,1,5,1,1,594,33,371,0.5
19,833,2,1,145,1290,19,8,0,0,0,1,0,1,4,1,1,586,27,649,0.6
5,928,13,0,80,1243,19,10,0,1,11,0,0,1,8,0,1,666,56,221,0.5
20,1866,9,1,89,1782,7,4,0,0,3,1,1,1,5,0,1,1444,47,358,2.5
16,504,0,1,178,1195,6,0,0,0,0,0,0,0,3,0,1,470,40,626,2.8
7,599,1,1,186,646,5,3,0,0,0,1,2,1,8,0,0,3396,64,103,2.9
6,1277,6,1,142,1460,18,17,0,1,0,1,3,1,6,0,1,3559,35,309,0.5
7,1496,5,0,182,741,16,0,0,1,4,0,0,1,5,1,1,854,42,96,2.0
4,1193,20,1,166,1729,17,14,0,0,11,0,0,0,1,1,0,536,26,730,0.9
6,1960,9,0,165,877,11,9,0,1,1,0,3,1,7,1,0,3773,7,868,2.1
14,1657,16,1,198,1796,18,1,0,0,3,0,3,1,5,0,0,2597,42,1770,2.4
12,1265,16,0,182,836,5,0,0,0,7,0,1,0,5,1,0,1362,49,690,1.5
18,1994,7,1,189,1546,12,11,0,0,5,0,2,1,2,0,0,1836,5,86,0.7
16,1708,16,1,197,1345,19,16,0,0,8,1,1,0,4,0,0,1247,14,263,0.8
16,1007,2,0,95,1529,9,0,0,0,0,0,3,0,5,0,0,3648,45,1186,2.0
19,794,14,1,106,1890,13,4,0,1,0,1,0,1,6,0,1,668,2,1222,0.5
9,805,2,1,88,1538,18,11,0,0,1,0,3,0,6,1,0,3647,34,1262,0.8
12,767,12,1,107,1995,6,0,0,1,7,1,2,0,4,1,0,2317,10,517,0.8
11,1871,5,1,144,1966,15,8,0,0,4,1,3,0,8,0,0,2727,41,275,2.1
6,990,7,1,153,1717,11,8,0,0,3,0,2,1,2,0,1,2698,15,1466,2.7
7,1689,18,0,127,1200,7,2,0,1,17,0,3,0,3,1,0,2766,24,954,1.8
4,1696,2,0,97,772,5,0,0,1,1,0,0,0,3,1,0,523,13,179,1.7
10,1747,12,1,185,873,7,1,0,0,4,0,3,0,6,0,0,3105,13,800,0.5
16,633,1,1,139,1009,11,1,0,1,0,1,2,1,8,1,0,3560,49,529,2.2
5,591,17,1,90,1603,5,0,0,1,1,1,3,1,6,0,1,3746,16,892,0.5
20,1065,3,1,158,1722,16,13,0,0,0,1,1,0,5,1,1,1193,21,760,2.8
2,625,20,1,191,550,10,6,0,0,12,1,2,1,1,0,0,3801,33,431,1.9
7,1565,1,1,121,1364,19,17,0,1,0,0,0,1,5,1,0,308,38,781,0.5
5,1717,3,0,130,810,6,4,0,1,1,0,3,1,1,0,0,3226,62,609,1.3
13,1347,19,1,95,1528,13,0,0,1,10,0,2,0,1,1,1,2456,56,398,1.5
8,668,13,1,155,1203,9,5,0,1,0,0,2,0,5,1,1,2746,3,666,0.5
15,1547,19,1,198,1832,5,0,0,0,2,1,2,1,3,1,1,2059,14,1042,3.0
20,1445,14,1,174,836,17,1,0,0,0,0,0,1,7,0,0,1099,53,386,0.5
6,983,11,1,130,1205,5,3,0,0,0,1,1,0,4,1,1,2052,45,948,0.6
19,1702,19,1,107,1643,10,0,0,0,12,1,1,1,2,1,1,595,47,1284,2.3
20,1070,16,0,160,1614,14,13,0,1,9,0,2,1,7,0,0,2647,19,90,3.0
18,986,20,1,182,679,8,7,0,1,13,1,0,1,4,0,0,1149,28,199,0.8
18,1181,16,1,116,831,6,0,0,1,12,1,1,0,2,0,0,2020,61,385,2.3
11,1485,1,1,158,1023,14,11,0,1,0,1,3,1,5,0,1,3241,28,371,0.9
8,1972,18,1,196,952,8,1,0,1,9,0,1,0,7,0,0,1316,14,293,2.9
16,1560,1,1,169,1364,15,11,0,1,0,1,2,0,7,1,0,1938,22,745,2.3
18,664,19,1,164,1472,11,5,0,0,5,1,3,0,2,0,0,3774,6,1076,1.5
7,1512,17,1,162,884,15,7,0,1,12,0,2,1,7,1,0,2335,6,205,1.7
16,1270,1,0,104,1716,13,4,0,0,0,0,3,1,5,1,0,3299,58,1512,2.3
7,1884,18,1,185,819,14,8,0,1,7,1,3,0,1,1,1,3619,43,451,2.1
16,1103,8,0,111,1486,8,7,0,1,6,0,1,0,6,1,1,1837,29,990,1.0
11,1273,15,1,99,886,18,15,0,1,3,1,1,0,4,0,0,1767,48,490,1.0
4,1494,4,1,158,790,11,9,0,0,3,1,3,0,5,0,0,3208,45,449,1.6
15,1068,7,1,97,1500,16,1,0,0,6,1,1,0,8,0,0,1436,52,994,1.3
11,1330,17,0,83,1262,14,6,0,0,14,0,0,1,5,1,1,463,3,980,1.3
19,1483,19,0,146,1552,9,4,0,0,13,0,1,1,7,0,1,1587,19,361,2.6
15,725,17,1,160,1249,10,4,0,0,16,0,1,0,8,0,1,1326,60,1134,1.3
13,1049,17,0,135,1077,11,3,0,0,9,0,0,1,5,0,0,1022,63,199,2.2
20,1170,13,1,199,709,18,5,0,0,6,1,0,1,2,1,0,715,14,474,0.9
15,1709,2,1,156,1385,17,1,1,0,1,0,3,1,2,0,0,3283,13,974,2.1
19,801,4,0,165,879,17,4,0,0,2,0,1,1,7,1,1,1617,63,650,2.2
15,827,17,1,87,826,5,3,0,0,9,1,1,1,6,1,1,2367,35,23,0.6
16,1708,19,1,109,517,6,4,0,1,18,1,3,1,1,1,1,3388,49,233,2.4
8,1449,12,1,144,1883,10,0,0,1,3,1,1,0,1,1,1,1032,10,1518,0.8
11,1289,12,1,178,899,6,2,1,1,10,1,0,0,6,0,0,1043,25,765,0.9
6,1692,6,1,139,1925,16,10,0,1,4,1,1,0,1,0,1,1394,46,674,2.3
17,1229,16,0,191,1878,17,6,0,0,15,0,1,0,2,1,1,1667,14,120,0.5
5,728,20,1,101,775,16,0,0,1,0,1,0,0,2,0,1,834,5,584,1.7
19,1488,6,0,112,1647,14,10,0,0,1,0,3,0,5,0,0,3054,39,1528,0.5
7,695,19,1,196,1829,16,13,0,1,18,1,2,0,2,1,0,2855,12,1649,0.5
13,1456,10,1,80,1666,6,3,0,1,9,1,3,0,8,0,1,3998,39,815,1.6
14,1762,10,1,157,790,14,5,0,0,7,0,1,0,4,0,0,1380,60,643,0.7
16,1723,17,1,126,1361,5,0,0,1,1,1,1,1,3,1,0,1213,7,384,1.0
15,1430,16,0,183,1182,7,1,0,1,1,0,2,0,1,1,1,2832,27,1132,0.5
6,825,10,0,130,863,10,4,0,1,7,0,3,1,3,0,1,3534,52,597,0.5
4,896,4,1,111,1469,12,10,0,1,3,1,1,0,1,1,1,1060,4,1379,1.0
10,771,17,1,157,1247,16,2,0,1,0,1,0,1,3,1,1,920,33,776,0.5
6,894,20,1,168,1300,5,1,0,1,16,0,2,0,8,1,1,3377,16,286,2.1
8,987,3,1,192,565,11,3,0,1,1,0,0,0,7,0,1,1454,20,412,2.0
6,893,1,0,183,946,7,1,0,1,0,0,2,0,2,1,1,2986,55,417,2.5
3,709,11,0,130,1531,16,14,0,0,1,0,3,0,5,1,1,3568,11,119,2.4
9,955,8,1,143,1511,12,9,0,1,4,0,1,0,5,1,1,1432,43,1248,0.5
10,516,7,1,91,1401,8,0,0,1,0,1,0,0,5,1,1,819,39,855,1.1
15,1722,16,1,177,1741,14,0,0,0,8,0,3,0,2,1,0,3271,18,865,2.6
10,547,4,1,154,541,17,3,0,1,1,0,1,0,5,0,1,2705,37,371,1.9
2,811,13,1,106,1429,18,7,0,0,5,1,1,1,6,1,1,2111,2,333,2.4
16,1110,16,1,152,1455,16,5,0,0,4,1,2,0,3,1,0,2572,41,800,1.5
10,1827,16,1,128,1020,14,9,0,1,4,1,2,0,5,0,0,2844,39,55,1.7
4,605,16,1,142,1026,15,6,0,0,8,1,0,0,3,0,0,392,9,160,1.0
20,1883,13,1,146,1739,16,8,0,0,3,1,3,1,6,0,0,2600,10,836,0.5
15,1290,4,0,143,1109,9,8,0,1,0,0,1,0,6,1,0,1214,3,600,0.5
11,1852,18,1,196,1163,13,1,0,0,4,1,3,0,1,1,0,3970,10,580,1.4
5,621,20,1,151,910,6,1,0,1,0,0,2,1,4,1,1,2801,54,434,2.7
2,1503,14,1,166,1304,15,1,0,0,10,1,2,1,4,0,0,2122,43,841,0.7
2,1036,3,0,119,926,10,7,0,1,0,0,1,1,7,0,0,2101,39,373,2.4
15,1039,9,1,130,1878,18,12,0,0,8,0,1,0,8,0,1,1742,47,384,0.5
6,1087,9,1,166,589,14,6,0,0,0,1,0,0,3,1,0,690,16,295,1.3
19,842,2,0,188,756,9,7,0,0,1,0,1,0,2,1,0,2549,7,20,2.2
13,1067,15,0,146,1009,5,0,0,0,11,0,0,0,1,1,1,966,14,965,1.8
18,775,14,1,185,1555,19,3,0,1,1,1,1,1,7,1,1,1719,10,444,2.5
13,1028,10,1,193,1923,18,4,0,0,1,1,1,1,1,1,0,1424,30,1801,2.8
4,685,10,0,93,648,14,8,0,0,2,0,0,0,7,1,0,728,29,433,0.5
10,1856,1,1,155,1155,17,6,0,1,0,1,2,0,5,0,1,2052,24,277,0.5
3,1422,17,1,112,926,19,1,0,1,15,0,0,0,1,1,0,509,3,1,1.0
12,856,7,1,115,1027,6,3,0,1,0,1,1,0,1,1,1,2439,14,395,1.9
2,811,13,1,106,1429,18,7,0,0,5,1,1,1,6,1,1,2111,2,333,2.4
17,1922,16,1,153,1882,12,1,0,0,15,1,3,0,8,0,0,3564,42,725,0.5
16,1100,14,1,112,1344,12,2,0,1,12,0,0,1,8,1,0,757,15,919,1.6
10,899,11,1,192,1638,19,16,0,0,3,1,2,1,4,1,0,2870,53,641,2.7
18,1544,20,1,113,857,8,7,0,1,12,1,1,0,8,0,0,1300,45,236,2.3
